Factor,Time ,Month ,Plot,Diversity ,Nutrients,Sediment,Treatment ,Cyano,Green Algae,Diatoms
13.C_N1_S1_5,13,September '16,L,C,N1,S1,C_N1_S1,0.13,0,0.176666667
13.D_N0_S0_1,13,September '16,21,D,N0,S0,D_N0_S0,0.2,0.356666667,0.426666667
13.D_N0_S0_2,13,September '16,41,D,N0,S0,D_N0_S0,0.28,0.013333333,0.393333333
13.D_N0_S0_3,13,September '16,52,D,N0,S0,D_N0_S0,0.106666667,0,0.103333333
13.D_N0_S0_4,13,September '16,58,D,N0,S0,D_N0_S0,0.296666667,0,0.256666667
13.D_N0_S0_5,13,September '16,68,D,N0,S0,D_N0_S0,0.12,0,0.11
13.D_N0_S1_1,13,September '16,35,D,N0,S1,D_N0_S1,0.096666667,0,0.066666667
13.D_N0_S1_2,13,September '16,38,D,N0,S1,D_N0_S1,0.12,0,0.106666667
13.D_N0_S1_3,13,September '16,54,D,N0,S1,D_N0_S1,0.24,0.506666667,0.466666667
13.D_N0_S1_4,13,September '16,62,D,N0,S1,D_N0_S1,0.22,0,0.233333333
13.D_N0_S1_5,13,September '16,72,D,N0,S1,D_N0_S1,0.346666667,0,0.503333333
13.D_N1_S0_1,13,September '16,48,D,N1,S0,D_N1_S0,0.29,0.603333333,0.653333333
13.D_N1_S0_2,13,September '16,56,D,N1,S0,D_N1_S0,0.186666667,1.286666667,0.403333333
13.D_N1_S0_3,13,September '16,64,D,N1,S0,D_N1_S0,0.186666667,0,0.203333333
13.D_N1_S0_4,13,September '16,86,D,N1,S0,D_N1_S0,0.24,0,0.18
13.D_N1_S0_5,13,September '16,24*,D,N1,S0,D_N1_S0,0.15,0.12,0.283333333
13.D_N1_S1_1,13,September '16,9,D,N1,S1,D_N1_S1,0.123333333,0,0.08
13.D_N1_S1_2,13,September '16,29,D,N1,S1,D_N1_S1,0.12,0,0.076666667
13.D_N1_S1_3,13,September '16,57,D,N1,S1,D_N1_S1,0.256666667,0.176666667,0.586666667
13.D_N1_S1_4,13,September '16,66,D,N1,S1,D_N1_S1,0.286666667,0,0.283333333
13.D_N1_S1_5,13,September '16,99,D,N1,S1,D_N1_S1,0.166666667,0,0.133333333
14.A_N0_S0_1,14,October '16,6,A,N0,S0,A_N0_S0,1.18,0.48,3.876666667
14.A_N0_S0_2,14,October '16,7,A,N0,S0,A_N0_S0,0.07,2.973333333,0.59
14.A_N0_S0_3,14,October '16,32,A,N0,S0,A_N0_S0,0.056666667,3.786666667,0.873333333
14.A_N0_S0_4,14,October '16,50,A,N0,S0,A_N0_S0,1.25,0.22,5.66
14.A_N0_S0_5,14,October '16,53,A,N0,S0,A_N0_S0,0.026666667,2.306666667,0.243333333
14.A_N0_S1_1,14,October '16,16,A,N0,S1,A_N0_S1,1.123333333,0.23,3.643333333
14.A_N0_S1_2,14,October '16,19,A,N0,S1,A_N0_S1,0.25,0.566666667,1.69
14.A_N0_S1_3,14,October '16,20,A,N0,S1,A_N0_S1,1.076666667,0.96,3.003333333
14.A_N0_S1_4,14,October '16,36,A,N0,S1,A_N0_S1,1.35,0.476666667,5.566666667
14.A_N0_S1_5,14,October '16,40,A,N0,S1,A_N0_S1,1.22,0,2.97
14.A_N1_S0_1,14,October '16,14,A,N1,S0,A_N1_S0,2.216666667,0,6.666666667
14.A_N1_S0_2,14,October '16,23,A,N1,S0,A_N1_S0,0.016666667,0.786666667,0.04
14.A_N1_S0_3,14,October '16,69,A,N1,S0,A_N1_S0,1.003333333,0,6.66
14.A_N1_S0_4,14,October '16,I,A,N1,S0,A_N1_S0,0.963333333,0,5.566666667
14.A_N1_S0_5,14,October '16,K,A,N1,S0,A_N1_S0,0,0.78,0
14.A_N1_S1_1,14,October '16,30,A,N1,S1,A_N1_S1,0.786666667,1.146666667,3.336666667
14.A_N1_S1_2,14,October '16,47,A,N1,S1,A_N1_S1,1.096666667,0,4.286666667
14.A_N1_S1_3,14,October '16,B,A,N1,S1,A_N1_S1,1.043333333,0,3.73
14.A_N1_S1_4,14,October '16,F,A,N1,S1,A_N1_S1,2.14,0,4.663333333
14.A_N1_S1_5,14,October '16,N,A,N1,S1,A_N1_S1,0.406666667,0.99,1.47
14.B_N0_S0_1,14,October '16,1,B,N0,S0,B_N0_S0,0.373333333,0.133333333,0.396666667
14.B_N0_S0_2,14,October '16,4,B,N0,S0,B_N0_S0,1.153333333,0,0.8
14.B_N0_S0_3,14,October '16,31,B,N0,S0,B_N0_S0,0.02,1.283333333,0.143333333
14.B_N0_S0_4,14,October '16,34,B,N0,S0,B_N0_S0,0.066666667,1.486666667,0.326666667
14.B_N0_S0_5,14,October '16,E,B,N0,S0,B_N0_S0,0.02,0.106666667,0.056666667
14.B_N0_S1_1,14,October '16,17,B,N0,S1,B_N0_S1,0.326666667,0,0.753333333
14.B_N0_S1_2,14,October '16,18,B,N0,S1,B_N0_S1,0.266666667,0,0.363333333
14.B_N0_S1_3,14,October '16,49,B,N0,S1,B_N0_S1,0.173333333,0.2,0.41
14.B_N0_S1_4,14,October '16,65,B,N0,S1,B_N0_S1,0.113333333,0.126666667,0.303333333
14.B_N0_S1_5,14,October '16,H,B,N0,S1,B_N0_S1,0.043333333,0.04,0.13
14.B_N1_S0_1,14,October '16,5,B,N1,S0,B_N1_S0,0.076666667,0.066666667,0.176666667
14.B_N1_S0_2,14,October '16,24,B,N1,S0,B_N1_S0,0.17,0,0.353333333
14.B_N1_S0_3,14,October '16,44,B,N1,S0,B_N1_S0,0.276666667,0.376666667,0.66
14.B_N1_S0_4,14,October '16,67,B,N1,S0,B_N1_S0,0.08,0.106666667,0.29
14.B_N1_S0_5,14,October '16,J,B,N1,S0,B_N1_S0,0.023333333,0.143333333,0.076666667
14.B_N1_S1_1,14,October '16,11,B,N1,S1,B_N1_S1,0.143333333,0,0.103333333
14.B_N1_S1_2,14,October '16,25,B,N1,S1,B_N1_S1,0.2,0,0.24
14.B_N1_S1_3,14,October '16,45,B,N1,S1,B_N1_S1,0.723333333,0.21,0.546666667
14.B_N1_S1_4,14,October '16,C,B,N1,S1,B_N1_S1,0.026666667,0.026666667,0.076666667
14.B_N1_S1_5,14,October '16,M,B,N1,S1,B_N1_S1,0.106666667,0,0.17
14.C_N0_S0_1,14,October '16,2,C,N0,S0,C_N0_S0,0.106666667,0,0.133333333
14.C_N0_S0_2,14,October '16,3,C,N0,S0,C_N0_S0,0.133333333,0,0.14
14.C_N0_S0_3,14,October '16,15,C,N0,S0,C_N0_S0,0.166666667,0.04,0.343333333
14.C_N0_S0_4,14,October '16,33,C,N0,S0,C_N0_S0,0.233333333,0,0.32
14.C_N0_S0_5,14,October '16,59,C,N0,S0,C_N0_S0,0.153333333,0.42,0.396666667
14.C_N0_S1_1,14,October '16,37,C,N0,S1,C_N0_S1,0.223333333,0.066666667,0.54
14.C_N0_S1_2,14,October '16,46,C,N0,S1,C_N0_S1,0.1,0.603333333,0.313333333
14.C_N0_S1_3,14,October '16,60,C,N0,S1,C_N0_S1,0.136666667,0.93,0.483333333
14.C_N0_S1_4,14,October '16,A,C,N0,S1,C_N0_S1,0.113333333,0.41,0.393333333
14.C_N0_S1_5,14,October '16,D,C,N0,S1,C_N0_S1,0.36,0,0.63
14.C_N1_S0_1,14,October '16,8,C,N1,S0,C_N1_S0,0.096666667,0.036666667,0.146666667
14.C_N1_S0_2,14,October '16,27,C,N1,S0,C_N1_S0,0.136666667,0,0.263333333
14.C_N1_S0_3,14,October '16,42,C,N1,S0,C_N1_S0,0.276666667,0.063333333,0.83
14.C_N1_S0_4,14,October '16,63,C,N1,S0,C_N1_S0,0.09,0.046666667,0.14
14.C_N1_S0_5,14,October '16,G,C,N1,S0,C_N1_S0,0.046666667,0.08,0.13
14.C_N1_S1_1,14,October '16,10,C,N1,S1,C_N1_S1,0.206666667,0,0.173333333
14.C_N1_S1_2,14,October '16,26,C,N1,S1,C_N1_S1,0.136666667,0,0.303333333
14.C_N1_S1_3,14,October '16,28,C,N1,S1,C_N1_S1,0.056666667,0.536666667,0.276666667
14.C_N1_S1_4,14,October '16,70,C,N1,S1,C_N1_S1,0.126666667,0,0.2
14.C_N1_S1_5,14,October '16,L,C,N1,S1,C_N1_S1,0.153333333,0,0.306666667
14.D_N0_S0_1,14,October '16,21,D,N0,S0,D_N0_S0,0.11,1.413333333,0.353333333
14.D_N0_S0_2,14,October '16,41,D,N0,S0,D_N0_S0,0.23,0,0.24
14.D_N0_S0_3,14,October '16,52,D,N0,S0,D_N0_S0,0.1,0.136666667,0.303333333
14.D_N0_S0_4,14,October '16,58,D,N0,S0,D_N0_S0,0.276666667,0,0.246666667
14.D_N0_S0_5,14,October '16,68,D,N0,S0,D_N0_S0,0.193333333,0.02,0.433333333
14.D_N0_S1_1,14,October '16,35,D,N0,S1,D_N0_S1,0.523333333,0,0.726666667
14.D_N0_S1_2,14,October '16,38,D,N0,S1,D_N0_S1,0.15,0,0.23
14.D_N0_S1_3,14,October '16,54,D,N0,S1,D_N0_S1,0.026666667,3.633333333,0.096666667
14.D_N0_S1_4,14,October '16,62,D,N0,S1,D_N0_S1,0.6,0,1.616666667
14.D_N0_S1_5,14,October '16,72,D,N0,S1,D_N0_S1,0.533333333,0.256666667,1.16
14.D_N1_S0_1,14,October '16,48,D,N1,S0,D_N1_S0,0.146666667,4.186666667,0.913333333
14.D_N1_S0_2,14,October '16,56,D,N1,S0,D_N1_S0,0.276666667,2.103333333,0.633333333
14.D_N1_S0_3,14,October '16,64,D,N1,S0,D_N1_S0,0.226666667,0,0.42
14.D_N1_S0_4,14,October '16,86,D,N1,S0,D_N1_S0,0.253333333,0.056666667,0.706666667
14.D_N1_S0_5,14,October '16,24*,D,N1,S0,D_N1_S0,0.123333333,0,0.256666667
14.D_N1_S1_1,14,October '16,9,D,N1,S1,D_N1_S1,0.236666667,0,0.253333333
14.D_N1_S1_2,14,October '16,29,D,N1,S1,D_N1_S1,0.38,0,0.293333333
14.D_N1_S1_3,14,October '16,57,D,N1,S1,D_N1_S1,0.146666667,2.146666667,0.41
14.D_N1_S1_4,14,October '16,66,D,N1,S1,D_N1_S1,0.17,0.723333333,0.48
14.D_N1_S1_5,14,October '16,99,D,N1,S1,D_N1_S1,0.216666667,0,0.27
15.A_N0_S0_1,15,November '16 ,6,A,N0,S0,A_N0_S0,1.103333333,0.186666667,3.986666667
15.A_N0_S0_2,15,November '16 ,7,A,N0,S0,A_N0_S0,0.193333333,0.16,0.386666667
15.A_N0_S0_3,15,November '16 ,32,A,N0,S0,A_N0_S0,0.173333333,4.223333333,1.963333333
15.A_N0_S0_4,15,November '16 ,50,A,N0,S0,A_N0_S0,1.483333333,0.13,4.716666667
15.A_N0_S0_5,15,November '16 ,53,A,N0,S0,A_N0_S0,0.353333333,0.57,0.973333333
15.A_N0_S1_1,15,November '16 ,16,A,N0,S1,A_N0_S1,1.923333333,0.25,3.933333333
15.A_N0_S1_2,15,November '16 ,19,A,N0,S1,A_N0_S1,0.173333333,0.303333333,0.653333333
15.A_N0_S1_3,15,November '16 ,20,A,N0,S1,A_N0_S1,1.426666667,3.52,6.296666667
15.A_N0_S1_4,15,November '16 ,36,A,N0,S1,A_N0_S1,1.686666667,0.606666667,5.163333333
15.A_N0_S1_5,15,November '16 ,40,A,N0,S1,A_N0_S1,2.136666667,0,2.816666667
15.A_N1_S0_1,15,November '16 ,14,A,N1,S0,A_N1_S0,2.25,0,3.823333333
15.A_N1_S0_2,15,November '16 ,23,A,N1,S0,A_N1_S0,0.05,0.63,0.05
15.A_N1_S0_3,15,November '16 ,69,A,N1,S0,A_N1_S0,1.76,0,7.116666667
15.A_N1_S0_4,15,November '16 ,I,A,N1,S0,A_N1_S0,0.933333333,0,5.323333333
15.A_N1_S0_5,15,November '16 ,K,A,N1,S0,A_N1_S0,0.006666667,0.753333333,0
15.A_N1_S1_1,15,November '16 ,30,A,N1,S1,A_N1_S1,2.55,0,4.806666667
15.A_N1_S1_2,15,November '16 ,47,A,N1,S1,A_N1_S1,1.156666667,0,2.313333333
15.A_N1_S1_3,15,November '16 ,B,A,N1,S1,A_N1_S1,1.133333333,0,3.413333333
15.A_N1_S1_4,15,November '16 ,F,A,N1,S1,A_N1_S1,1.016666667,0.686666667,2.456666667
15.A_N1_S1_5,15,November '16 ,N,A,N1,S1,A_N1_S1,0.8,0.713333333,2.13
15.B_N0_S0_1,15,November '16 ,1,B,N0,S0,B_N0_S0,0.276666667,0.103333333,0.486666667
15.B_N0_S0_2,15,November '16 ,4,B,N0,S0,B_N0_S0,0.353333333,0,0.37
15.B_N0_S0_3,15,November '16 ,31,B,N0,S0,B_N0_S0,0.066666667,1.413333333,0.206666667
15.B_N0_S0_4,15,November '16 ,34,B,N0,S0,B_N0_S0,0.243333333,0.153333333,0.453333333
15.B_N0_S0_5,15,November '16 ,E,B,N0,S0,B_N0_S0,0.003333333,0.03,0
15.B_N0_S1_1,15,November '16 ,17,B,N0,S1,B_N0_S1,0.49,0,0.856666667
15.B_N0_S1_2,15,November '16 ,18,B,N0,S1,B_N0_S1,0.7,0,0.98
15.B_N0_S1_3,15,November '16 ,49,B,N0,S1,B_N0_S1,0.153333333,0.303333333,0.303333333
15.B_N0_S1_4,15,November '16 ,65,B,N0,S1,B_N0_S1,0.15,0,0.256666667
15.B_N0_S1_5,15,November '16 ,H,B,N0,S1,B_N0_S1,0.05,0.056666667,0.103333333
15.B_N1_S0_1,15,November '16 ,5,B,N1,S0,B_N1_S0,0.656666667,0.016666667,1.836666667
15.B_N1_S0_2,15,November '16 ,24,B,N1,S0,B_N1_S0,0.126666667,0.08,0.353333333
15.B_N1_S0_3,15,November '16 ,44,B,N1,S0,B_N1_S0,0.026666667,0.173333333,0.05
15.B_N1_S0_4,15,November '16 ,67,B,N1,S0,B_N1_S0,0.136666667,0,0.25
15.B_N1_S0_5,15,November '16 ,J,B,N1,S0,B_N1_S0,0.13,0.036666667,0.216666667
15.B_N1_S1_1,15,November '16 ,11,B,N1,S1,B_N1_S1,1.03,0,1.283333333
15.B_N1_S1_2,15,November '16 ,25,B,N1,S1,B_N1_S1,0.233333333,0,0.273333333
15.B_N1_S1_3,15,November '16 ,45,B,N1,S1,B_N1_S1,0.09,0,0.18
15.B_N1_S1_4,15,November '16 ,C,B,N1,S1,B_N1_S1,0.093333333,0,0.106666667
15.B_N1_S1_5,15,November '16 ,M,B,N1,S1,B_N1_S1,0.166666667,0,0.173333333
15.C_N0_S0_1,15,November '16 ,2,C,N0,S0,C_N0_S0,0.386666667,0,0.333333333
15.C_N0_S0_2,15,November '16 ,3,C,N0,S0,C_N0_S0,0.21,0,0.316666667
15.C_N0_S0_3,15,November '16 ,15,C,N0,S0,C_N0_S0,0.206666667,3.16,0.63
15.C_N0_S0_4,15,November '16 ,33,C,N0,S0,C_N0_S0,0.19,0.003333333,0.416666667
15.C_N0_S0_5,15,November '16 ,59,C,N0,S0,C_N0_S0,0.063333333,0.53,0.13
15.C_N0_S1_1,15,November '16 ,37,C,N0,S1,C_N0_S1,0.103333333,0.073333333,0.203333333
15.C_N0_S1_2,15,November '16 ,46,C,N0,S1,C_N0_S1,0.24,1.026666667,0.623333333
15.C_N0_S1_3,15,November '16 ,60,C,N0,S1,C_N0_S1,0.13,0.466666667,0.233333333
15.C_N0_S1_4,15,November '16 ,A,C,N0,S1,C_N0_S1,0.083333333,0.473333333,0.233333333
15.C_N0_S1_5,15,November '16 ,D,C,N0,S1,C_N0_S1,0.246666667,0.096666667,0.41
15.C_N1_S0_1,15,November '16 ,8,C,N1,S0,C_N1_S0,0.413333333,0,0.506666667
15.C_N1_S0_2,15,November '16 ,27,C,N1,S0,C_N1_S0,0.16,0,0.216666667
15.C_N1_S0_3,15,November '16 ,42,C,N1,S0,C_N1_S0,0.536666667,0.953333333,0.92
15.C_N1_S0_4,15,November '16 ,63,C,N1,S0,C_N1_S0,0.053333333,0.016666667,0.07
15.C_N1_S0_5,15,November '16 ,G,C,N1,S0,C_N1_S0,0.056666667,0,0.09
15.C_N1_S1_1,15,November '16 ,10,C,N1,S1,C_N1_S1,0.33,0,0.3
15.C_N1_S1_2,15,November '16 ,26,C,N1,S1,C_N1_S1,0.123333333,0,0.24
15.C_N1_S1_3,15,November '16 ,28,C,N1,S1,C_N1_S1,0.103333333,0.566666667,0.306666667
15.C_N1_S1_4,15,November '16 ,70,C,N1,S1,C_N1_S1,0.216666667,0,0.196666667
15.C_N1_S1_5,15,November '16 ,L,C,N1,S1,C_N1_S1,0.266666667,0,0.336666667
15.D_N0_S0_1,15,November '16 ,21,D,N0,S0,D_N0_S0,0.06,3.006666667,0.503333333
15.D_N0_S0_2,15,November '16 ,41,D,N0,S0,D_N0_S0,0.626666667,0,0.803333333
15.D_N0_S0_3,15,November '16 ,52,D,N0,S0,D_N0_S0,0.143333333,0.15,0.4
15.D_N0_S0_4,15,November '16 ,58,D,N0,S0,D_N0_S0,0.886666667,0,0.566666667
15.D_N0_S0_5,15,November '16 ,68,D,N0,S0,D_N0_S0,0.296666667,0.236666667,0.65
15.D_N0_S1_1,15,November '16 ,35,D,N0,S1,D_N0_S1,0.53,0,0.933333333
15.D_N0_S1_2,15,November '16 ,38,D,N0,S1,D_N0_S1,0.563333333,0.04,1.213333333
15.D_N0_S1_3,15,November '16 ,54,D,N0,S1,D_N0_S1,0.136666667,1.043333333,0.193333333
15.D_N0_S1_4,15,November '16 ,62,D,N0,S1,D_N0_S1,0.393333333,4.073333333,2.103333333
15.D_N0_S1_5,15,November '16 ,72,D,N0,S1,D_N0_S1,0.623333333,0.05,1.176666667
15.D_N1_S0_1,15,November '16 ,48,D,N1,S0,D_N1_S0,0.226666667,1.08,0.606666667
15.D_N1_S0_2,15,November '16 ,56,D,N1,S0,D_N1_S0,0.15,1.88,0.326666667
15.D_N1_S0_3,15,November '16 ,64,D,N1,S0,D_N1_S0,0.33,0,0.446666667
15.D_N1_S0_4,15,November '16 ,86,D,N1,S0,D_N1_S0,0.296666667,0,0.256666667
15.D_N1_S0_5,15,November '16 ,24*,D,N1,S0,D_N1_S0,0.27,0,0.483333333
15.D_N1_S1_1,15,November '16 ,9,D,N1,S1,D_N1_S1,0.393333333,0,0.27
15.D_N1_S1_2,15,November '16 ,29,D,N1,S1,D_N1_S1,0.543333333,0,0.606666667
15.D_N1_S1_3,15,November '16 ,57,D,N1,S1,D_N1_S1,0.2,2.673333333,0.713333333
15.D_N1_S1_4,15,November '16 ,66,D,N1,S1,D_N1_S1,0.356666667,0.366666667,0.656666667
15.D_N1_S1_5,15,November '16 ,99,D,N1,S1,D_N1_S1,0.286666667,0,0.303333333
