Habitat,Phase,Date,Channel,Treatment,Taxon,Abundance
RUN,normal-flow,10/08/2015,8,nf.np,Hydracnidia.indet,1
RUN,normal-flow,10/08/2015,8,nf.np,Leuctra.hippopus,2
RUN,normal-flow,10/08/2015,8,nf.np,Nemoura.sp,1
RUN,normal-flow,10/08/2015,8,nf.np,Orthocladiinae.indet,5
RUN,normal-flow,10/08/2015,8,nf.np,Rhyacophila.fasciata,1
RUN,normal-flow,10/08/2015,8,nf.np,Tanypodinae.indet,1
RIF,normal-flow,10/08/2015,9,nf,Amphinemura.standfussi,1
RIF,normal-flow,10/08/2015,9,nf,Asellus.aquaticus,4
RIF,normal-flow,10/08/2015,9,nf,Baetis.rhodani,65
RIF,normal-flow,10/08/2015,9,nf,Chironomini.indet,18
RIF,normal-flow,10/08/2015,9,nf,Dicranota.sp,1
RIF,normal-flow,10/08/2015,9,nf,Dugesia.gonocephala,1
RIF,normal-flow,10/08/2015,9,nf,Gammarus.pulex,67
RIF,normal-flow,10/08/2015,9,nf,Hydracnidia.indet,2
RIF,normal-flow,10/08/2015,9,nf,Hydraena.gracilis,1
RIF,normal-flow,10/08/2015,9,nf,Leuctra.fusca.digitata,50
RIF,normal-flow,10/08/2015,9,nf,Leuctra.hippopus,79
RIF,normal-flow,10/08/2015,9,nf,Nemoura.sp,10
RIF,normal-flow,10/08/2015,9,nf,Oligochaeta.indet,7
RIF,normal-flow,10/08/2015,9,nf,Orthocladiinae.indet,12
RIF,normal-flow,10/08/2015,9,nf,Simuliidae.indet,2
RIF,normal-flow,10/08/2015,9,nf,Tanypodinae.indet,1
RUN,normal-flow,10/08/2015,9,nf,Baetis.rhodani,51
RUN,normal-flow,10/08/2015,9,nf,Chironomini.indet,2
RUN,normal-flow,10/08/2015,9,nf,Dicranota.sp,1
RUN,normal-flow,10/08/2015,9,nf,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,10/08/2015,9,nf,Empididae.indet,1
RUN,normal-flow,10/08/2015,9,nf,Gammarus.pulex,172
RUN,normal-flow,10/08/2015,9,nf,Hydracnidia.indet,3
RUN,normal-flow,10/08/2015,9,nf,Leuctra.hippopus,3
RUN,normal-flow,10/08/2015,9,nf,Limnephilidae.indet,1
RUN,normal-flow,10/08/2015,9,nf,Nemoura.sp,5
RUN,normal-flow,10/08/2015,9,nf,Oligochaeta.indet,7
RUN,normal-flow,10/08/2015,9,nf,Orthocladiinae.indet,4
RUN,normal-flow,10/08/2015,9,nf,Pisidium.sp,2
RUN,normal-flow,10/08/2015,9,nf,Potamophylax.latipennis,1
RUN,normal-flow,10/08/2015,9,nf,Tanypodinae.indet,3
RIF,normal-flow,10/08/2015,10,nf.np,Asellus.aquaticus,1
RIF,normal-flow,10/08/2015,10,nf.np,Baetis.rhodani,127
RIF,normal-flow,10/08/2015,10,nf.np,Chironomini.indet,47
RIF,normal-flow,10/08/2015,10,nf.np,Empididae.indet,1
RIF,normal-flow,10/08/2015,10,nf.np,Gammarus.pulex,75
RIF,normal-flow,10/08/2015,10,nf.np,Hydracnidia.indet,3
RIF,normal-flow,10/08/2015,10,nf.np,Leuctra.fusca.digitata,24
RIF,normal-flow,10/08/2015,10,nf.np,Leuctra.hippopus,30
RIF,normal-flow,10/08/2015,10,nf.np,Nemoura.sp,11
RIF,normal-flow,10/08/2015,10,nf.np,Orthocladiinae.indet,10
RIF,normal-flow,10/08/2015,10,nf.np,Prodiamesa.olivacea,1
RIF,normal-flow,10/08/2015,10,nf.np,Simuliidae.indet,1
RIF,normal-flow,10/08/2015,10,nf.np,Tanypodinae.indet,2
RIF,normal-flow,10/08/2015,10,nf.np,Tipulidae.sp,1
RUN,normal-flow,10/08/2015,10,nf.np,Baetis.rhodani,42
RUN,normal-flow,10/08/2015,10,nf.np,Chironomini.indet,4
RUN,normal-flow,10/08/2015,10,nf.np,Dicranota.sp,7
RUN,normal-flow,10/08/2015,10,nf.np,Elmis.aenea,1
RUN,normal-flow,10/08/2015,10,nf.np,Gammarus.pulex,194
RUN,normal-flow,10/08/2015,10,nf.np,Hexatominae.indet,1
RUN,normal-flow,10/08/2015,10,nf.np,Leuctra.hippopus,4
RUN,normal-flow,10/08/2015,10,nf.np,Oligochaeta.indet,2
RUN,normal-flow,10/08/2015,10,nf.np,Orthocladiinae.indet,6
RUN,normal-flow,10/08/2015,10,nf.np,Pisidium.sp,1
RUN,normal-flow,10/08/2015,10,nf.np,Potamophylax.latipennis,1
RUN,normal-flow,10/08/2015,10,nf.np,Silo.nigricornis,1
RUN,normal-flow,10/08/2015,10,nf.np,Tanypodinae.indet,3
RIF,normal-flow,10/08/2015,11,nf.np,Amphinemura.standfussi,12
RIF,normal-flow,10/08/2015,11,nf.np,Asellus.aquaticus,16
RIF,normal-flow,10/08/2015,11,nf.np,Baetis.rhodani,250
RIF,normal-flow,10/08/2015,11,nf.np,Chironomini.indet,103
RIF,normal-flow,10/08/2015,11,nf.np,Dicranota.sp,1
RIF,normal-flow,10/08/2015,11,nf.np,Dugesia.gonocephala,1
RIF,normal-flow,10/08/2015,11,nf.np,Ecclisopteryx.dalecarlica,1
RIF,normal-flow,10/08/2015,11,nf.np,Elmis.aenea,1
RIF,normal-flow,10/08/2015,11,nf.np,Gammarus.pulex,184
RIF,normal-flow,10/08/2015,11,nf.np,Hydracnidia.indet,11
RIF,normal-flow,10/08/2015,11,nf.np,Leuctra.fusca.digitata,103
RIF,normal-flow,10/08/2015,11,nf.np,Leuctra.hippopus,162
RIF,normal-flow,10/08/2015,11,nf.np,Nemoura.sp,24
RIF,normal-flow,10/08/2015,11,nf.np,Oligochaeta.indet,15
RIF,normal-flow,10/08/2015,11,nf.np,Orthocladiinae.indet,61
RIF,normal-flow,10/08/2015,11,nf.np,Tanypodinae.indet,12
RUN,normal-flow,10/08/2015,11,nf.np,Baetis.rhodani,13
RUN,normal-flow,10/08/2015,11,nf.np,Chironomini.indet,4
RUN,normal-flow,10/08/2015,11,nf.np,Dicranota.sp,2
RUN,normal-flow,10/08/2015,11,nf.np,Gammarus.pulex,89
RUN,normal-flow,10/08/2015,11,nf.np,Hydracnidia.indet,1
RUN,normal-flow,10/08/2015,11,nf.np,Leuctra.hippopus,3
RUN,normal-flow,10/08/2015,11,nf.np,Oreodytes.sanmarkii,1
RUN,normal-flow,10/08/2015,11,nf.np,Orthocladiinae.indet,1
RUN,normal-flow,10/08/2015,11,nf.np,Tanypodinae.indet,7
RIF,normal-flow,10/08/2015,12,nf,Amphinemura.standfussi,9
RIF,normal-flow,10/08/2015,12,nf,Asellus.aquaticus,11
RIF,normal-flow,10/08/2015,12,nf,Baetis.rhodani,111
RIF,normal-flow,10/08/2015,12,nf,Chironomini.indet,27
RIF,normal-flow,10/08/2015,12,nf,Elmis.aenea,3
RIF,normal-flow,10/08/2015,12,nf,Empididae.indet,1
RIF,normal-flow,10/08/2015,12,nf,Gammarus.pulex,214
RIF,normal-flow,10/08/2015,12,nf,Hydracnidia.indet,3
RIF,normal-flow,10/08/2015,12,nf,Leuctra.fusca.digitata,79
RIF,normal-flow,10/08/2015,12,nf,Leuctra.hippopus,57
RIF,normal-flow,10/08/2015,12,nf,Nemoura.sp,15
RIF,normal-flow,10/08/2015,12,nf,Oligochaeta.indet,4
RIF,normal-flow,10/08/2015,12,nf,Orthocladiinae.indet,10
RIF,normal-flow,10/08/2015,12,nf,Tanypodinae.indet,2
RIF,normal-flow,10/08/2015,12,nf,Tipulidae.sp,1
RUN,normal-flow,10/08/2015,12,nf,Baetis.rhodani,72
RUN,normal-flow,10/08/2015,12,nf,Chironomini.indet,1
RUN,normal-flow,10/08/2015,12,nf,Dicranota.sp,1
RUN,normal-flow,10/08/2015,12,nf,Gammarus.pulex,227
RUN,normal-flow,10/08/2015,12,nf,Leuctra.hippopus,7
RUN,normal-flow,10/08/2015,12,nf,Oligochaeta.indet,1
RUN,normal-flow,10/08/2015,12,nf,Orthocladiinae.indet,1
RUN,normal-flow,10/08/2015,12,nf,Tipulidae.sp,1
RIF,normal-flow,17/08/2015,1,nf.np,Amphinemura.standfussi,2
RIF,normal-flow,17/08/2015,1,nf.np,Asellus.aquaticus,5
RIF,normal-flow,17/08/2015,1,nf.np,Baetis.rhodani,95
RIF,normal-flow,17/08/2015,1,nf.np,Chironomini.indet,1
RIF,normal-flow,17/08/2015,1,nf.np,Empididae.indet,1
RIF,normal-flow,17/08/2015,1,nf.np,Gammarus.pulex,83
RIF,normal-flow,17/08/2015,1,nf.np,Hydracnidia.indet,1
RIF,normal-flow,17/08/2015,1,nf.np,Hydraena.gracilis,2
RIF,normal-flow,17/08/2015,1,nf.np,Leuctra.fusca.digitata,10
RIF,normal-flow,17/08/2015,1,nf.np,Leuctra.hippopus,21
RIF,normal-flow,17/08/2015,1,nf.np,Nemoura.sp,1
RIF,normal-flow,17/08/2015,1,nf.np,Oligochaeta.indet,1
RIF,normal-flow,17/08/2015,1,nf.np,Orthocladiinae.indet,3
RIF,normal-flow,17/08/2015,1,nf.np,Simuliidae.indet,9
RUN,normal-flow,17/08/2015,1,nf.np,Baetis.rhodani,53
RUN,normal-flow,17/08/2015,1,nf.np,Dicranota.sp,1
RUN,normal-flow,17/08/2015,1,nf.np,Elmis.aenea,1
RUN,normal-flow,17/08/2015,1,nf.np,Gammarus.pulex,163
RUN,normal-flow,17/08/2015,1,nf.np,Leuctra.hippopus,7
RUN,normal-flow,17/08/2015,1,nf.np,Nemoura.sp,1
RUN,normal-flow,17/08/2015,1,nf.np,Oligochaeta.indet,5
RUN,normal-flow,17/08/2015,1,nf.np,Orthocladiinae.indet,1
RUN,normal-flow,17/08/2015,1,nf.np,Simuliidae.indet,1
RIF,normal-flow,17/08/2015,2,nf,Baetis.rhodani,75
RIF,normal-flow,17/08/2015,2,nf,Chironomini.indet,4
RIF,normal-flow,17/08/2015,2,nf,Empididae.indet,1
RIF,normal-flow,17/08/2015,2,nf,Gammarus.pulex,53
RIF,normal-flow,17/08/2015,2,nf,Hydracnidia.indet,1
RIF,normal-flow,17/08/2015,2,nf,Leuctra.fusca.digitata,11
RIF,normal-flow,17/08/2015,2,nf,Leuctra.hippopus,16
RIF,normal-flow,17/08/2015,2,nf,Nemoura.sp,6
RIF,normal-flow,17/08/2015,2,nf,Oligochaeta.indet,1
RIF,normal-flow,17/08/2015,2,nf,Orthocladiinae.indet,8
RIF,normal-flow,17/08/2015,2,nf,Simuliidae.indet,32
RUN,normal-flow,17/08/2015,2,nf,Baetis.rhodani,37
RUN,normal-flow,17/08/2015,2,nf,Chironomini.indet,3
RUN,normal-flow,17/08/2015,2,nf,Dicranota.sp,2
RUN,normal-flow,17/08/2015,2,nf,Gammarus.pulex,78
RUN,normal-flow,17/08/2015,2,nf,Leuctra.fusca.digitata,1
RUN,normal-flow,17/08/2015,2,nf,Leuctra.hippopus,10
RUN,normal-flow,17/08/2015,2,nf,Nemoura.sp,2
RUN,normal-flow,17/08/2015,2,nf,Oligochaeta.indet,2
RUN,normal-flow,17/08/2015,2,nf,Orthocladiinae.indet,26
RUN,normal-flow,17/08/2015,2,nf,Radix.balthica,1
RUN,normal-flow,17/08/2015,2,nf,Tanypodinae.indet,7
RIF,normal-flow,17/08/2015,3,nf.np,Amphinemura.standfussi,1
RIF,normal-flow,17/08/2015,3,nf.np,Baetis.rhodani,104
RIF,normal-flow,17/08/2015,3,nf.np,Chironomini.indet,89
RIF,normal-flow,17/08/2015,3,nf.np,Dicranota.sp,1
RIF,normal-flow,17/08/2015,3,nf.np,Serratella.ignita,1
RIF,normal-flow,17/08/2015,3,nf.np,Gammarus.pulex,54
RIF,normal-flow,17/08/2015,3,nf.np,Hydracnidia.indet,2
RIF,normal-flow,17/08/2015,3,nf.np,Leuctra.fusca.digitata,15
RIF,normal-flow,17/08/2015,3,nf.np,Leuctra.hippopus,3
RIF,normal-flow,17/08/2015,3,nf.np,Nemoura.sp,3
RIF,normal-flow,17/08/2015,3,nf.np,Oligochaeta.indet,4
RIF,normal-flow,17/08/2015,3,nf.np,Orthocladiinae.indet,5
RIF,normal-flow,17/08/2015,3,nf.np,Perlodes.microcephalus,1
RIF,normal-flow,17/08/2015,3,nf.np,Simuliidae.indet,10
RIF,normal-flow,17/08/2015,3,nf.np,Tanypodinae.indet,1
RUN,normal-flow,17/08/2015,3,nf.np,Baetis.rhodani,43
RUN,normal-flow,17/08/2015,3,nf.np,Chironomini.indet,11
RUN,normal-flow,17/08/2015,3,nf.np,Dicranota.sp,2
RUN,normal-flow,17/08/2015,3,nf.np,Ecclisopteryx.dalecarlica,1
RUN,normal-flow,17/08/2015,3,nf.np,Empididae.indet,1
RUN,normal-flow,17/08/2015,3,nf.np,Gammarus.pulex,74
RUN,normal-flow,17/08/2015,3,nf.np,Hydracnidia.indet,1
RUN,normal-flow,17/08/2015,3,nf.np,Leuctra.fusca.digitata,2
RUN,normal-flow,17/08/2015,3,nf.np,Leuctra.hippopus,6
RUN,normal-flow,17/08/2015,3,nf.np,Nemoura.sp,2
RUN,normal-flow,17/08/2015,3,nf.np,Oligochaeta.indet,1
RUN,normal-flow,17/08/2015,3,nf.np,Oreodytes.sanmarkii,1
RUN,normal-flow,17/08/2015,3,nf.np,Orthocladiinae.indet,2
RUN,normal-flow,17/08/2015,3,nf.np,Pisidium.sp,1
RUN,normal-flow,17/08/2015,3,nf.np,Prodiamesa.olivacea,1
RUN,normal-flow,17/08/2015,3,nf.np,Simuliidae.indet,1
RUN,normal-flow,17/08/2015,3,nf.np,Tanypodinae.indet,8
RIF,normal-flow,17/08/2015,4,nf,Baetis.rhodani,77
RIF,normal-flow,17/08/2015,4,nf,Chironomini.indet,16
RIF,normal-flow,17/08/2015,4,nf,Empididae.indet,1
RIF,normal-flow,17/08/2015,4,nf,Gammarus.pulex,34
RIF,normal-flow,17/08/2015,4,nf,Leuctra.fusca.digitata,3
RIF,normal-flow,17/08/2015,4,nf,Leuctra.hippopus,4
RIF,normal-flow,17/08/2015,4,nf,Nemoura.sp,2
RIF,normal-flow,17/08/2015,4,nf,Oligochaeta.indet,1
RIF,normal-flow,17/08/2015,4,nf,Orthocladiinae.indet,2
RIF,normal-flow,17/08/2015,4,nf,Simuliidae.indet,5
RIF,normal-flow,17/08/2015,4,nf,Tanypodinae.indet,1
RUN,normal-flow,17/08/2015,4,nf,Baetis.rhodani,31
RUN,normal-flow,17/08/2015,4,nf,Chironomini.indet,10
RUN,normal-flow,17/08/2015,4,nf,Elmis.aenea,1
RUN,normal-flow,17/08/2015,4,nf,Gammarus.pulex,77
RUN,normal-flow,17/08/2015,4,nf,Leuctra.hippopus,1
RUN,normal-flow,17/08/2015,4,nf,Nemoura.sp,3
RUN,normal-flow,17/08/2015,4,nf,Oligochaeta.indet,4
RUN,normal-flow,17/08/2015,4,nf,Orthocladiinae.indet,1
RUN,normal-flow,17/08/2015,4,nf,Prodiamesa.olivacea,1
RUN,normal-flow,17/08/2015,4,nf,Sialis.sp,1
RUN,normal-flow,17/08/2015,4,nf,Silo.pallipes,1
RUN,normal-flow,17/08/2015,4,nf,Simuliidae.indet,1
RUN,normal-flow,17/08/2015,4,nf,Tanypodinae.indet,2
RIF,normal-flow,17/08/2015,5,nf,Amphinemura.standfussi,1
RIF,normal-flow,17/08/2015,5,nf,Asellus.aquaticus,1
RIF,normal-flow,17/08/2015,5,nf,Baetis.rhodani,26
RIF,normal-flow,17/08/2015,5,nf,Chironomini.indet,13
RIF,normal-flow,17/08/2015,5,nf,Gammarus.pulex,20
RIF,normal-flow,17/08/2015,5,nf,Leuctra.fusca.digitata,7
RIF,normal-flow,17/08/2015,5,nf,Leuctra.hippopus,6
RIF,normal-flow,17/08/2015,5,nf,Nemoura.sp,3
RIF,normal-flow,17/08/2015,5,nf,Orthocladiinae.indet,8
RUN,normal-flow,17/08/2015,5,nf,Amphinemura.standfussi,1
RUN,normal-flow,17/08/2015,5,nf,Asellus.aquaticus,1
RUN,normal-flow,17/08/2015,5,nf,Baetis.rhodani,38
RUN,normal-flow,17/08/2015,5,nf,Chironomini.indet,4
RUN,normal-flow,17/08/2015,5,nf,Dicranota.sp,1
RUN,normal-flow,17/08/2015,5,nf,Gammarus.pulex,59
RUN,normal-flow,17/08/2015,5,nf,Leuctra.hippopus,6
RUN,normal-flow,17/08/2015,5,nf,Limnephilidae.indet,1
RUN,normal-flow,17/08/2015,5,nf,Oligochaeta.indet,1
RUN,normal-flow,17/08/2015,5,nf,Orthocladiinae.indet,7
RUN,normal-flow,17/08/2015,5,nf,Prodiamesa.olivacea,2
RUN,normal-flow,17/08/2015,5,nf,Tanypodinae.indet,1
RIF,normal-flow,17/08/2015,6,nf.np,Amphinemura.standfussi,2
RIF,normal-flow,17/08/2015,6,nf.np,Asellus.aquaticus,1
RIF,normal-flow,17/08/2015,6,nf.np,Baetis.rhodani,49
RIF,normal-flow,17/08/2015,6,nf.np,Chironomini.indet,11
RIF,normal-flow,17/08/2015,6,nf.np,Dicranota.sp,1
RIF,normal-flow,17/08/2015,6,nf.np,Elmis.aenea,1
RIF,normal-flow,17/08/2015,6,nf.np,Gammarus.pulex,21
RIF,normal-flow,17/08/2015,6,nf.np,Hydracnidia.indet,2
RIF,normal-flow,17/08/2015,6,nf.np,Leuctra.fusca.digitata,5
RIF,normal-flow,17/08/2015,6,nf.np,Leuctra.hippopus,18
RIF,normal-flow,17/08/2015,6,nf.np,Nemoura.sp,6
RIF,normal-flow,17/08/2015,6,nf.np,Oligochaeta.indet,2
RIF,normal-flow,17/08/2015,6,nf.np,Orthocladiinae.indet,6
RIF,normal-flow,17/08/2015,6,nf.np,Simuliidae.indet,1
RUN,normal-flow,17/08/2015,6,nf.np,Baetis.rhodani,68
RUN,normal-flow,17/08/2015,6,nf.np,Chironomini.indet,5
RUN,normal-flow,17/08/2015,6,nf.np,Dicranota.sp,4
RUN,normal-flow,17/08/2015,6,nf.np,Empididae.indet,1
RUN,normal-flow,17/08/2015,6,nf.np,Gammarus.pulex,75
RUN,normal-flow,17/08/2015,6,nf.np,Hydracnidia.indet,1
RUN,normal-flow,17/08/2015,6,nf.np,Leuctra.fusca.digitata,6
RUN,normal-flow,17/08/2015,6,nf.np,Leuctra.hippopus,7
RUN,normal-flow,17/08/2015,6,nf.np,Nemoura.sp,6
RUN,normal-flow,17/08/2015,6,nf.np,Oligochaeta.indet,6
RUN,normal-flow,17/08/2015,6,nf.np,Oreodytes.sanmarkii,3
RUN,normal-flow,17/08/2015,6,nf.np,Orthocladiinae.indet,2
RUN,normal-flow,17/08/2015,6,nf.np,Prodiamesa.olivacea,1
RUN,normal-flow,17/08/2015,6,nf.np,Tanypodinae.indet,4
RIF,normal-flow,17/08/2015,7,nf,Amphinemura.standfussi,2
RIF,normal-flow,17/08/2015,7,nf,Baetis.rhodani,15
RIF,normal-flow,17/08/2015,7,nf,Chironomini.indet,19
RIF,normal-flow,17/08/2015,7,nf,Gammarus.pulex,44
RIF,normal-flow,17/08/2015,7,nf,Hydraena.gracilis,1
RIF,normal-flow,17/08/2015,7,nf,Hydropsyche.sp,1
RIF,normal-flow,17/08/2015,7,nf,Leuctra.fusca.digitata,13
RIF,normal-flow,17/08/2015,7,nf,Leuctra.hippopus,14
RIF,normal-flow,17/08/2015,7,nf,Nemoura.sp,7
RIF,normal-flow,17/08/2015,7,nf,Orthocladiinae.indet,6
RIF,normal-flow,17/08/2015,7,nf,Simuliidae.indet,1
RUN,normal-flow,17/08/2015,7,nf,Baetis.rhodani,11
RUN,normal-flow,17/08/2015,7,nf,Gammarus.pulex,27
RUN,normal-flow,17/08/2015,7,nf,Leuctra.fusca.digitata,2
RUN,normal-flow,17/08/2015,7,nf,Leuctra.hippopus,1
RUN,normal-flow,17/08/2015,7,nf,Nemoura.sp,2
RUN,normal-flow,17/08/2015,7,nf,Oligochaeta.indet,1
RUN,normal-flow,17/08/2015,7,nf,Orthocladiinae.indet,6
RUN,normal-flow,17/08/2015,7,nf,Tanypodinae.indet,5
RIF,normal-flow,17/08/2015,8,nf.np,Amphinemura.standfussi,2
RIF,normal-flow,17/08/2015,8,nf.np,Baetis.rhodani,114
RIF,normal-flow,17/08/2015,8,nf.np,Chironomini.indet,50
RIF,normal-flow,17/08/2015,8,nf.np,Gammarus.pulex,78
RIF,normal-flow,17/08/2015,8,nf.np,Hydracnidia.indet,1
RIF,normal-flow,17/08/2015,8,nf.np,Hydropsyche.sp,1
RIF,normal-flow,17/08/2015,8,nf.np,Leuctra.fusca.digitata,10
RIF,normal-flow,17/08/2015,8,nf.np,Leuctra.hippopus,1
RIF,normal-flow,17/08/2015,8,nf.np,Nemoura.sp,3
RIF,normal-flow,17/08/2015,8,nf.np,Orthocladiinae.indet,8
RIF,normal-flow,17/08/2015,8,nf.np,Simuliidae.indet,3
RIF,normal-flow,17/08/2015,8,nf.np,Tanypodinae.indet,2
RUN,normal-flow,17/08/2015,8,nf.np,Baetis.rhodani,74
RUN,normal-flow,17/08/2015,8,nf.np,Chironomini.indet,7
RUN,normal-flow,17/08/2015,8,nf.np,Gammarus.pulex,76
RUN,normal-flow,17/08/2015,8,nf.np,Hydracnidia.indet,1
RUN,normal-flow,17/08/2015,8,nf.np,Leuctra.fusca.digitata,1
RUN,normal-flow,17/08/2015,8,nf.np,Leuctra.hippopus,4
RUN,normal-flow,17/08/2015,8,nf.np,Nemoura.sp,2
RUN,normal-flow,17/08/2015,8,nf.np,Oligochaeta.indet,4
RUN,normal-flow,17/08/2015,8,nf.np,Orthocladiinae.indet,239
RUN,normal-flow,17/08/2015,8,nf.np,Prodiamesa.olivacea,3
RUN,normal-flow,17/08/2015,8,nf.np,Tanypodinae.indet,4
RIF,normal-flow,17/08/2015,9,nf,Amphinemura.standfussi,1
RIF,normal-flow,17/08/2015,9,nf,Asellus.aquaticus,13
RIF,normal-flow,17/08/2015,9,nf,Baetis.rhodani,154
RIF,normal-flow,17/08/2015,9,nf,Chironomini.indet,27
RIF,normal-flow,17/08/2015,9,nf,Elmis.aenea,2
RIF,normal-flow,17/08/2015,9,nf,Empididae.indet,1
RIF,normal-flow,17/08/2015,9,nf,Serratella.ignita,1
RIF,normal-flow,17/08/2015,9,nf,Gammarus.pulex,198
RIF,normal-flow,17/08/2015,9,nf,Hydracnidia.indet,6
RIF,normal-flow,17/08/2015,9,nf,Hydraena.gracilis,5
RIF,normal-flow,17/08/2015,9,nf,Leuctra.fusca.digitata,57
RIF,normal-flow,17/08/2015,9,nf,Leuctra.hippopus,251
RIF,normal-flow,17/08/2015,9,nf,Nemoura.sp,41
RIF,normal-flow,17/08/2015,9,nf,Oligochaeta.indet,16
RIF,normal-flow,17/08/2015,9,nf,Oreodytes.sanmarkii,1
RIF,normal-flow,17/08/2015,9,nf,Orthocladiinae.indet,5
RIF,normal-flow,17/08/2015,9,nf,Paraleptophlebia.submarginata,1
RIF,normal-flow,17/08/2015,9,nf,Rhyacophila.sp,1
RIF,normal-flow,17/08/2015,9,nf,Tanypodinae.indet,2
RUN,normal-flow,17/08/2015,9,nf,Baetis.rhodani,7
RUN,normal-flow,17/08/2015,9,nf,Chironomini.indet,1
RUN,normal-flow,17/08/2015,9,nf,Dicranota.sp,1
RUN,normal-flow,17/08/2015,9,nf,Gammarus.pulex,32
RUN,normal-flow,17/08/2015,9,nf,Hydracnidia.indet,1
RUN,normal-flow,17/08/2015,9,nf,Leuctra.hippopus,1
RUN,normal-flow,17/08/2015,9,nf,Nemoura.sp,3
RUN,normal-flow,17/08/2015,9,nf,Orthocladiinae.indet,12
RUN,normal-flow,17/08/2015,9,nf,Tanypodinae.indet,2
RIF,normal-flow,17/08/2015,10,nf.np,Asellus.aquaticus,2
RIF,normal-flow,17/08/2015,10,nf.np,Baetis.rhodani,133
RIF,normal-flow,17/08/2015,10,nf.np,Chironomini.indet,20
RIF,normal-flow,17/08/2015,10,nf.np,Dugesia.gonocephala,1
RIF,normal-flow,17/08/2015,10,nf.np,Elmis.aenea,1
RIF,normal-flow,17/08/2015,10,nf.np,Gammarus.pulex,93
RIF,normal-flow,17/08/2015,10,nf.np,Hydracnidia.indet,1
RIF,normal-flow,17/08/2015,10,nf.np,Leuctra.fusca.digitata,13
RIF,normal-flow,17/08/2015,10,nf.np,Leuctra.hippopus,24
RIF,normal-flow,17/08/2015,10,nf.np,Nemoura.sp,4
RIF,normal-flow,17/08/2015,10,nf.np,Oligochaeta.indet,3
RIF,normal-flow,17/08/2015,10,nf.np,Orthocladiinae.indet,3
RIF,normal-flow,17/08/2015,10,nf.np,Simuliidae.indet,1
RUN,normal-flow,17/08/2015,10,nf.np,Amphinemura.standfussi,1
RUN,normal-flow,17/08/2015,10,nf.np,Baetis.rhodani,44
RUN,normal-flow,17/08/2015,10,nf.np,Chironomini.indet,2
RUN,normal-flow,17/08/2015,10,nf.np,Dicranota.sp,1
RUN,normal-flow,17/08/2015,10,nf.np,Gammarus.pulex,33
RUN,normal-flow,17/08/2015,10,nf.np,Leuctra.hippopus,2
RUN,normal-flow,17/08/2015,10,nf.np,Nemoura.sp,1
RUN,normal-flow,17/08/2015,10,nf.np,Oligochaeta.indet,1
RUN,normal-flow,17/08/2015,10,nf.np,Orthocladiinae.indet,5
RUN,normal-flow,17/08/2015,10,nf.np,Simuliidae.indet,1
RUN,normal-flow,17/08/2015,10,nf.np,Tanypodinae.indet,2
RIF,normal-flow,17/08/2015,11,nf.np,Amphinemura.standfussi,3
RIF,normal-flow,17/08/2015,11,nf.np,Asellus.aquaticus,1
RIF,normal-flow,17/08/2015,11,nf.np,Baetis.rhodani,86
RIF,normal-flow,17/08/2015,11,nf.np,Chironomini.indet,31
RIF,normal-flow,17/08/2015,11,nf.np,Empididae.indet,1
RIF,normal-flow,17/08/2015,11,nf.np,Gammarus.pulex,22
RIF,normal-flow,17/08/2015,11,nf.np,Hydracnidia.indet,4
RIF,normal-flow,17/08/2015,11,nf.np,Leuctra.fusca.digitata,21
RIF,normal-flow,17/08/2015,11,nf.np,Leuctra.hippopus,6
RIF,normal-flow,17/08/2015,11,nf.np,Nemoura.sp,3
RIF,normal-flow,17/08/2015,11,nf.np,Oligochaeta.indet,4
RIF,normal-flow,17/08/2015,11,nf.np,Orthocladiinae.indet,2
RIF,normal-flow,17/08/2015,11,nf.np,Simuliidae.indet,7
RUN,normal-flow,17/08/2015,11,nf.np,Baetis.rhodani,16
RUN,normal-flow,17/08/2015,11,nf.np,Chironomini.indet,2
RUN,normal-flow,17/08/2015,11,nf.np,Dicranota.sp,1
RUN,normal-flow,17/08/2015,11,nf.np,Gammarus.pulex,75
RUN,normal-flow,17/08/2015,11,nf.np,Hydracnidia.indet,1
RUN,normal-flow,17/08/2015,11,nf.np,Leuctra.fusca.digitata,4
RUN,normal-flow,17/08/2015,11,nf.np,Leuctra.hippopus,2
RUN,normal-flow,17/08/2015,11,nf.np,Nemoura.sp,3
RUN,normal-flow,17/08/2015,11,nf.np,Oligochaeta.indet,3
RUN,normal-flow,17/08/2015,11,nf.np,Orthocladiinae.indet,1
RUN,normal-flow,17/08/2015,11,nf.np,Silo.pallipes,1
RUN,normal-flow,17/08/2015,11,nf.np,Tanypodinae.indet,4
RIF,normal-flow,17/08/2015,12,nf,Amphinemura.standfussi,4
RIF,normal-flow,17/08/2015,12,nf,Baetis.rhodani,81
RIF,normal-flow,17/08/2015,12,nf,Chironomini.indet,19
RIF,normal-flow,17/08/2015,12,nf,Gammarus.pulex,77
RIF,normal-flow,17/08/2015,12,nf,Hydraena.gracilis,1
RIF,normal-flow,17/08/2015,12,nf,Leuctra.fusca.digitata,24
RIF,normal-flow,17/08/2015,12,nf,Leuctra.hippopus,13
RIF,normal-flow,17/08/2015,12,nf,Nemoura.sp,5
RIF,normal-flow,17/08/2015,12,nf,Oligochaeta.indet,1
